iter	Logloss
196	0.3120957698
197	0.3119001366
198	0.311640992
199	0.3113110225
200	0.3110437888
201	0.3108454239
202	0.3105477238
203	0.3102369391
204	0.3100111225
205	0.3098465547
206	0.3095498169
207	0.3092874034
208	0.3091303305
209	0.3087156165
210	0.3084772631
211	0.3080952747
212	0.307886826
213	0.3075835491
214	0.307254471
215	0.3071114402
216	0.3068903794
217	0.306623628
218	0.3064584189
219	0.3060659324
220	0.3057962724
221	0.3053882504
222	0.3052178997
223	0.3049320634
224	0.3047089408
225	0.3045088057
226	0.3041583136
227	0.3039303702
228	0.3036949602
229	0.3034663595
230	0.3032577409
231	0.3029297933
232	0.3025770257
233	0.3022913403
234	0.3020158733
235	0.3018861999
236	0.3016022112
237	0.3013144782
238	0.3010792987
239	0.300784924
240	0.3004919798
241	0.3003010671
242	0.3001404377
243	0.2998594713
244	0.2995313299
245	0.2992001668
246	0.2990331644
247	0.2989198353
248	0.2987025055
249	0.2984654144
250	0.2982633258
251	0.2979867062
252	0.2976882143
253	0.2975286617
254	0.2973016636
255	0.2970810203
256	0.2968229389
257	0.2966939441
258	0.2964098082
259	0.2963211104
260	0.2960332751
261	0.2956913508
262	0.2955351378
263	0.2953577021
264	0.2950813024
265	0.2947435723
266	0.2945463283
267	0.2942139386
268	0.2939427444
269	0.2937153214
270	0.2934743811
271	0.2932862664
272	0.2931398559
273	0.2931272583
274	0.2929545877
275	0.2928092357
276	0.2925790565
277	0.2923866004
278	0.2921362204
279	0.2919980968
280	0.2917859396
281	0.2915547245
282	0.2913047269
283	0.291057278
284	0.2907449884
285	0.290683535
286	0.2904690125
287	0.2902675945
288	0.2898547772
289	0.2896067193
290	0.28935534
291	0.2891798312
292	0.2890620399
293	0.2889180594
294	0.2887923835
295	0.2885569619
296	0.288321333
297	0.2881433226
298	0.287863643
299	0.2876996114
300	0.2874434431
301	0.2872868837
302	0.2871061463
303	0.2869378052
304	0.2866843193
305	0.2864145041
306	0.2861510681
307	0.2860200262
308	0.2858674902
309	0.2856012077
310	0.2853685165
311	0.2851288501
312	0.2849383995
313	0.2846702656
314	0.2844925437
315	0.2844018983
316	0.2842211247
317	0.2840448404
318	0.2837850087
319	0.2835769088
320	0.2833726918
321	0.283176208
322	0.2829822584
323	0.2827470271
324	0.2826352579
325	0.2824274218
326	0.2822366761
327	0.2820743437
328	0.281950012
329	0.2816717776
330	0.2814747737
331	0.2813643069
332	0.281235774
333	0.2811179509
334	0.2810278614
335	0.2808334466
336	0.2806873349
337	0.2804731545
338	0.2802510398
339	0.2800515768
340	0.2798640218
341	0.2796915928
342	0.2793886416
343	0.279223836
344	0.2789976444
345	0.2788069464
346	0.2785644431
347	0.2784542605
348	0.2782478362
349	0.2781445821
350	0.2778609826
351	0.2777571509
352	0.277582601
353	0.2773338344
354	0.2771750043
355	0.2769445447
356	0.2768195046
357	0.2766120796
358	0.2764788566
359	0.276252316
360	0.2759925714
361	0.275885214
362	0.2755816789
363	0.2753364793
364	0.2751316794
365	0.2750090797
366	0.2748484327
367	0.2745838369
368	0.2744048202
369	0.2740593567
370	0.2739222284
371	0.2736951687
372	0.2735032938
373	0.2733483977
374	0.2730838912
375	0.2729788567
376	0.2728417124
377	0.2725552126
378	0.2723385816
379	0.2721796268
380	0.2719735826
381	0.2718160913
382	0.27154518
383	0.2713857647
384	0.271250823
385	0.2709837613
386	0.2707811152
387	0.2704993321
388	0.2703161752
389	0.2700845085
390	0.2699785284
391	0.2698692799
392	0.2696259003
393	0.2694544222
394	0.2691651648
395	0.2689561119
396	0.2688792334
397	0.2686247589
398	0.2684882955
399	0.268303715
400	0.2681477268
401	0.2679406618
402	0.267766334
403	0.2676266345
404	0.2675749191
405	0.2674164179
406	0.2672652583
407	0.2670786618
408	0.2668981454
409	0.2667616008
410	0.2666266393
411	0.2664339179
412	0.266272412
413	0.2661592128
414	0.2660222978
415	0.2658842704
416	0.2657562922
417	0.2656622591
418	0.2654398391
419	0.2652979021
420	0.265250044
421	0.2650716678
422	0.2648971009
423	0.2647967488
424	0.2646115441
425	0.264550106
426	0.2642886237
427	0.2641126488
428	0.2639446657
429	0.2637282971
430	0.2635725186
431	0.2633437678
432	0.2631361615
433	0.2630248344
434	0.2629022678
435	0.2626977722
436	0.2624910405
437	0.2623145528
438	0.2621133098
439	0.2618996395
440	0.2617323376
441	0.2615368976
442	0.2613808989
443	0.261232179
444	0.2611213669
445	0.2609737804
446	0.2608530175
447	0.2606076979
448	0.2604094133
449	0.2602702483
450	0.260103218
451	0.2599468613
452	0.2598151326
453	0.2597006462
454	0.2595608894
455	0.259448943
456	0.2592722892
457	0.2591580662
458	0.2590371797
459	0.2588438962
460	0.25861273
461	0.2585613825
462	0.2584817157
463	0.2583066041
464	0.2581828019
465	0.2580131515
466	0.2578610003
467	0.2577052516
468	0.2574678742
469	0.2574171024
470	0.2572538046
471	0.2569852951
472	0.2567534935
473	0.2565877175
474	0.2564212929
475	0.2563489435
476	0.2561632454
477	0.2559483408
478	0.2558463698
479	0.2557650962
480	0.2555800326
481	0.2554022305
482	0.2552475343
483	0.2550233781
484	0.254797141
485	0.2546497742
486	0.2545141725
487	0.2543819794
488	0.2541745737
489	0.2540259839
490	0.2537665913
491	0.2535816536
492	0.2534483621
493	0.2532195289
494	0.2530362101
495	0.2528628204
496	0.2526645216
497	0.2525110145
498	0.2523494903
499	0.2521383474
500	0.2519262171
501	0.2517501901
502	0.251574832
503	0.2514140294
504	0.2512855891
505	0.2511566136
506	0.2509519627
507	0.2506943964
508	0.250580007
509	0.2503225883
510	0.2502123235
511	0.2500440119
512	0.2498787166
513	0.2496852775
514	0.2496231291
515	0.2493569105
516	0.2491755613
517	0.2490530727
518	0.2488658494
519	0.2486439326
520	0.2485186529
521	0.2483223532
522	0.2482638743
523	0.2480624088
524	0.2479591026
525	0.2478108882
526	0.2476371166
527	0.2474599673
528	0.2473248318
529	0.2470601792
530	0.2468511141
531	0.2466496343
532	0.2464431257
533	0.2462767916
534	0.246169662
535	0.2461222873
536	0.2459994942
537	0.2458518368
538	0.2457242995
539	0.2455604711
540	0.2453694773
541	0.2451806273
542	0.2449968335
543	0.2448906817
544	0.2448061192
545	0.2445732634
546	0.2444127895
547	0.2442061517
548	0.2440000301
549	0.2438983097
550	0.2438064064
551	0.2437451605
552	0.2436298941
553	0.243469809
554	0.2432924196
555	0.2431770277
556	0.2430473529
557	0.2429232114
558	0.2426561987
559	0.2425398677
560	0.2424359413
561	0.2422645567
562	0.242219599
563	0.2420441761
564	0.2418886884
565	0.241815435
566	0.2417692479
567	0.2415986022
568	0.2414195467
569	0.2413014795
570	0.2410887914
571	0.2408212772
572	0.2407216693
573	0.2406160703
574	0.2404555348
575	0.2402780365
576	0.2401908703
577	0.240051617
578	0.2398355341
579	0.2396756756
580	0.2395598582
581	0.2394764991
582	0.2393038024
583	0.2390826626
584	0.2389967279
585	0.2388399444
586	0.2387275827
587	0.2385735419
588	0.2384254676
589	0.2382591509
590	0.2380350536
591	0.2378241332
592	0.237639505
593	0.2375583008
594	0.2373955767
595	0.2371904717
596	0.2370386316
597	0.2369984598
598	0.2368426402
599	0.2366964979
600	0.2365921563
601	0.236507254
602	0.2363348555
603	0.2362049344
604	0.2360766617
605	0.2359081251
606	0.2357652095
607	0.2356061689
608	0.2355651875
609	0.2354422697
610	0.2352885966
611	0.235188892
612	0.2350197316
613	0.2348926441
614	0.2347755957
615	0.2347136335
616	0.2345385403
617	0.2343886607
618	0.234237665
619	0.234135631
620	0.2340412986
621	0.2339143736
622	0.2337441308
623	0.2336240389
624	0.2334831216
625	0.233439495
626	0.2332370269
627	0.2330912547
628	0.2329434243
629	0.2327458725
630	0.2326094888
631	0.232482037
632	0.2323830237
633	0.2322872884
634	0.2320976479
635	0.2319112045
636	0.2317757301
637	0.2316638257
638	0.2315246761
639	0.2313789498
640	0.2311793978
641	0.2310529888
642	0.2309034783
643	0.2307406226
644	0.2305744514
645	0.2304533414
646	0.2303395537
647	0.230178561
648	0.2300418964
649	0.2299540325
650	0.2298038987
651	0.2297231803
652	0.2295367882
653	0.2294131838
654	0.2293602492
655	0.2291701096
656	0.2290448471
657	0.228998505
658	0.2288879589
659	0.2288036471
660	0.2286524579
661	0.2284748774
662	0.2282923637
663	0.2282118224
664	0.2281208917
665	0.2280153278
666	0.2279258705
667	0.2278902115
668	0.2277826231
669	0.2276703829
670	0.2275261798
671	0.227365877
672	0.2271831866
673	0.2270396486
674	0.2270018406
675	0.2268605092
676	0.2267080461
677	0.2265840945
678	0.2264774616
679	0.2263275475
680	0.2261998144
681	0.2260584692
682	0.2260001538
683	0.2257720666
684	0.225743603
685	0.2256227647
686	0.2254325181
687	0.2252478907
688	0.2251383534
689	0.2250205922
690	0.2248480161
691	0.2247149529
692	0.224614952
693	0.2245157298
694	0.2243670623
695	0.2242429218
696	0.2241148401
697	0.2240117521
698	0.2238464808
699	0.2237186115
700	0.2236472702
701	0.2235077568
702	0.2233870149
703	0.2232404153
704	0.2230161915
705	0.2228420437
706	0.2227280622
707	0.2226024018
708	0.2224899491
709	0.2223522698
710	0.2222767691
711	0.222240874
712	0.2221120314
713	0.2219940633
714	0.2218648035
715	0.2216927667
716	0.2215332062
717	0.2213780506
718	0.2212756358
719	0.2211659211
720	0.2210396277
721	0.2208993963
722	0.2207787237
723	0.2206128008
724	0.2204921799
725	0.2203735909
